sample,subject,condition,mmse
10,78,two_back,1.8356372881779293
0,78,no_back,1.788314707372798
1,78,no_back,1.8567656211159094
2,78,no_back,1.7617940878825675
3,78,no_back,1.7481175710851808
4,78,no_back,1.7647577381778237
5,78,no_back,1.8433256179315307
6,78,no_back,1.8250746278011825
7,78,no_back,1.6830689677326414
8,78,no_back,1.7172514110612023
9,78,no_back,1.7822344246901156
10,78,no_back,1.7099516289481782
0,79,two_back,1.3422735496263105
1,79,two_back,1.5989606257546383
2,79,two_back,1.7554223620377714
3,79,two_back,1.6588706693475832
4,79,two_back,1.6031329062099762
5,79,two_back,1.4003077270684323
6,79,two_back,1.3130090008202233
7,79,two_back,1.4815002520439229
8,79,two_back,1.6502709003463572
9,79,two_back,1.5785559199502934
10,79,two_back,1.3717620683440166
0,79,no_back,1.6947267922841858
1,79,no_back,1.5803400349316044
2,79,no_back,1.4700657465325069
3,79,no_back,1.5374021420952382
4,79,no_back,1.4339127891791326
5,79,no_back,1.4611453968100092
6,79,no_back,1.6230886177147552
7,79,no_back,1.3896573648571005
8,79,no_back,1.3150689322414468
9,79,no_back,1.415893742424673
10,79,no_back,1.5003744040287537
0,80,two_back,1.1854157932312681
1,80,two_back,1.5103120790400775
2,80,two_back,1.733431474244824
3,80,two_back,1.6469486605831656
4,80,two_back,1.561010564419959
5,80,two_back,1.552085170206327
6,80,two_back,1.6717892617291243
7,80,two_back,1.6214536643072763
8,80,two_back,1.615171218797268
9,80,two_back,1.4488418883277199
10,80,two_back,1.1951155797907445
0,80,no_back,1.6076450458260128
1,80,no_back,1.5973824967967674
2,80,no_back,1.586581009556608
3,80,no_back,1.4889661255492257
4,80,no_back,1.6455103974775993
5,80,no_back,1.7213027237910759
6,80,no_back,1.7605450163045846
7,80,no_back,1.6842342617796073
8,80,no_back,1.7264505151129739
9,80,no_back,1.7677384631505484
10,80,no_back,1.5678262223324517
0,81,two_back,1.3632207055542722
1,81,two_back,1.4886695662870204
2,81,two_back,1.55625926842706
3,81,two_back,1.4627736596466911
4,81,two_back,1.527482863146478
5,81,two_back,1.599069284116337
6,81,two_back,1.6769641712635504
7,81,two_back,1.6430569066369674
8,81,two_back,1.595841116575815
9,81,two_back,1.6183194862523143
10,81,two_back,1.525952670907025
0,81,no_back,1.556493151714945
1,81,no_back,1.4363956010919865
2,81,no_back,1.427333997876035
3,81,no_back,1.5681229863429949
4,81,no_back,1.5247637713515871
5,81,no_back,1.4405964055548137
6,81,no_back,1.4010957414221525
7,81,no_back,1.371134922143078
8,81,no_back,1.2839737674169283
9,81,no_back,1.386561854303317
10,81,no_back,1.4907165653720775
0,82,two_back,1.3686793988908352
1,82,two_back,1.6374109193752258
2,82,two_back,1.7414024028820212
3,82,two_back,1.6809849925626585
4,82,two_back,1.6150545138142423
5,82,two_back,1.563967372658992
6,82,two_back,1.5937738638661387
7,82,two_back,1.5681829511874381
8,82,two_back,1.652362582084724
9,82,two_back,1.6080890320087518
10,82,two_back,1.365982122777599
0,82,no_back,1.642358523611794
1,82,no_back,1.683044804869873
2,82,no_back,1.6626708624233915
3,82,no_back,1.6864701701507174
4,82,no_back,1.7353318423027126
5,82,no_back,1.700013462335101
6,82,no_back,1.7375318753381561
7,82,no_back,1.6947125671404948
8,82,no_back,1.6473959327274466
9,82,no_back,1.6640846606849888
10,82,no_back,1.714712518361523
0,83,two_back,1.6096260920655547
1,83,two_back,1.7737639523841044
2,83,two_back,1.753771928566883
3,83,two_back,1.8155346861239896
4,83,two_back,1.863317684447273
5,83,two_back,1.447197599775419
6,83,two_back,1.3805942668555478
7,83,two_back,1.3267388142645362
8,83,two_back,1.849687271081866
9,83,two_back,1.8169380720984014
10,83,two_back,1.5784389416575264
0,83,no_back,1.7763608479561055
1,83,no_back,1.7971106860184967
2,83,no_back,1.7643139015569669
3,83,no_back,1.7751059173286339
4,83,no_back,1.7958133431321333
5,83,no_back,1.7907158093664073
6,83,no_back,1.7806410238846737
7,83,no_back,1.3289415932140487
8,83,no_back,1.3858474058651435
9,83,no_back,1.7061616455615969
10,83,no_back,1.8219510332727242
0,84,two_back,1.4148474895523473
1,84,two_back,1.5214912834989505
2,84,two_back,1.5528715361483918
3,84,two_back,1.6358856845504635
4,84,two_back,1.6283783887114092
5,84,two_back,1.4515906023517369
6,84,two_back,1.3187375057630792
7,84,two_back,1.4042280850230202
8,84,two_back,1.6114410531612997
9,84,two_back,1.5878552892652509
10,84,two_back,1.4166349194486902
0,84,no_back,1.261361612924143
1,84,no_back,1.347455148010782
2,84,no_back,1.5960714828612603
3,84,no_back,1.6071122480432505
4,84,no_back,1.6294990516834404
5,84,no_back,1.536771880908494
6,84,no_back,1.464409854239202
7,84,no_back,1.3450012371273157
8,84,no_back,1.3625006086307034
9,84,no_back,1.5905381368969969
10,84,no_back,1.4687184231022024
0,85,two_back,1.4818253738860097
1,85,two_back,1.683432201810699
2,85,two_back,1.7930009126089534
3,85,two_back,1.6354964566955128
4,85,two_back,1.6471373899093742
5,85,two_back,1.5730113732839082
6,85,two_back,1.603572708252092
7,85,two_back,1.6960574023646888
8,85,two_back,1.6107735570811066
9,85,two_back,1.705833501457704
10,85,two_back,1.5715651369980346
0,85,no_back,1.7732366634138053
1,85,no_back,1.7638825851022544
2,85,no_back,1.7651556836692301
3,85,no_back,1.7413314774526953
4,85,no_back,1.7338415825213433
5,85,no_back,1.6236422152797154
6,85,no_back,1.6941109222915114
7,85,no_back,1.6479690100207147
8,85,no_back,1.5845067879124148
9,85,no_back,1.6962497804448056
10,85,no_back,1.7526809952756293
0,86,two_back,1.6577406506597758
1,86,two_back,1.7822910376050296
2,86,two_back,1.6359063969022123
3,86,two_back,1.5444734890740852
4,86,two_back,1.6484044821401918
5,86,two_back,1.699718300032884
6,86,two_back,1.7200370761726642
7,86,two_back,1.67007330325011
8,86,two_back,1.560779221968282
9,86,two_back,1.6948710422402604
10,86,two_back,1.6432703503696848
0,86,no_back,1.7121275984124877
1,86,no_back,1.7490795241071502
2,86,no_back,1.7386780916076536
3,86,no_back,1.7827110268787683
4,86,no_back,1.7461632511108973
5,86,no_back,1.72355493045832
6,86,no_back,1.7466165813768488
7,86,no_back,1.6975053284575694
8,86,no_back,1.7773347890605402
9,86,no_back,1.7757607618618674
10,86,no_back,1.6938412253518915
0,87,two_back,1.2880209568967895
1,87,two_back,1.4352635632051485
2,87,two_back,1.563224592039361
3,87,two_back,1.5905335939840375
4,87,two_back,1.6015635673469657
5,87,two_back,1.5314095387385165
6,87,two_back,1.5199610684247917
7,87,two_back,1.6140025430226461
8,87,two_back,1.5839830885687618
9,87,two_back,1.5356576389111225
10,87,two_back,1.3145598875127262
0,87,no_back,1.7011228026624317
1,87,no_back,1.5142320562441198
2,87,no_back,1.4082037175500106
3,87,no_back,1.4721992703439133
4,87,no_back,1.4854798078035751
5,87,no_back,1.514611971229714
6,87,no_back,1.4783102110587254
7,87,no_back,1.508650513235039
8,87,no_back,1.536174912673765
9,87,no_back,1.523768951498191
10,87,no_back,1.5937477440551953
0,88,two_back,1.4865123446023025
1,88,two_back,1.4599192285110025
2,88,two_back,1.408526953170948
3,88,two_back,1.432635417881961
4,88,two_back,1.6060420832068902
5,88,two_back,1.4180515685881931
6,88,two_back,1.3321787229791844
7,88,two_back,1.2532905084927353
8,88,two_back,1.450207257729735
9,88,two_back,1.6053733251514317
10,88,two_back,1.5665474396846304
0,88,no_back,1.607853402696239
1,88,no_back,1.5351046938130946
2,88,no_back,1.6802206642422128
3,88,no_back,1.6721116475695734
4,88,no_back,1.5402401749332586
5,88,no_back,1.5127664368771552
6,88,no_back,1.5232276682517858
7,88,no_back,1.4114836516729616
8,88,no_back,1.2541381740743505
9,88,no_back,1.3018094754674105
10,88,no_back,1.6272300829253812
0,89,two_back,1.4728226345530584
1,89,two_back,1.5864034606308517
2,89,two_back,1.7188490477256964
3,89,two_back,1.6657630961079508
4,89,two_back,1.632866010757729
5,89,two_back,1.4540764643987698
6,89,two_back,1.3473312412746996
7,89,two_back,1.3758225541800746
8,89,two_back,1.6405322891729637
9,89,two_back,1.625183907700539
10,89,two_back,1.5576264212881574
0,89,no_back,1.6567732992092614
1,89,no_back,1.6029919036888243
2,89,no_back,1.542828122206026
3,89,no_back,1.5074878955843165
4,89,no_back,1.432229800873743
5,89,no_back,1.6484683832089593
6,89,no_back,1.6509348323705562
7,89,no_back,1.4400303219411401
8,89,no_back,1.4896560046263376
9,89,no_back,1.5932435758941275
10,89,no_back,1.4032644952161253
0,90,two_back,1.6714364825376806
1,90,two_back,1.7168002209786914
2,90,two_back,1.683644313747988
3,90,two_back,1.6554763780835091
4,90,two_back,1.7757367417431098
5,90,two_back,1.7905833392617885
6,90,two_back,1.7395795305349524
7,90,two_back,1.7667899327995902
8,90,two_back,1.7331955051335097
9,90,two_back,1.7608523636540243
10,90,two_back,1.6521971156477715
0,90,no_back,1.7253530267546706
1,90,no_back,1.738693504062422
2,90,no_back,1.7172706172373158
3,90,no_back,1.7110882971237729
4,90,no_back,1.748421997766084
5,90,no_back,1.7760014118568639
6,90,no_back,1.7667931235454661
7,90,no_back,1.654022338060726
8,90,no_back,1.7206380643427084
9,90,no_back,1.7358424931982617
10,90,no_back,1.7226797401614222
0,91,two_back,1.455269131257386
1,91,two_back,1.6270436307308394
2,91,two_back,1.7044201849863947
3,91,two_back,1.7849284480559937
4,91,two_back,1.5779847419700752
5,91,two_back,1.4421774628876087
6,91,two_back,1.6141261812050713
7,91,two_back,1.7434892644189703
8,91,two_back,1.6692171589962665
9,91,two_back,1.5304223450555061
10,91,two_back,1.4249053241534746
0,91,no_back,1.7051098463650203
1,91,no_back,1.6657402992569261
2,91,no_back,1.621053884400896
3,91,no_back,1.6706470087784455
4,91,no_back,1.6723689368031776
5,91,no_back,1.662156522864375
6,91,no_back,1.6448255087018797
7,91,no_back,1.590354497066628
8,91,no_back,1.6567743645430428
9,91,no_back,1.672087273995276
10,91,no_back,1.6554305056879293
0,92,two_back,1.2356545049014223
1,92,two_back,1.57863736664378
2,92,two_back,1.6788041825949658
3,92,two_back,1.7691134681933285
4,92,two_back,1.779753611158073
5,92,two_back,1.6116856804014166
6,92,two_back,1.4783287883564866
7,92,two_back,1.5700331561899266
8,92,two_back,1.807169365216418
9,92,two_back,1.5731307515245014
10,92,two_back,1.2306866524600362
0,92,no_back,1.747403074354787
1,92,no_back,1.612659147116099
2,92,no_back,1.5535225093298277
3,92,no_back,1.5902877063760308
4,92,no_back,1.538037322821097
5,92,no_back,1.5447163131054764
6,92,no_back,1.629083993197787
7,92,no_back,1.4905028494125663
8,92,no_back,1.4334121034986873
9,92,no_back,1.4287563475040592
10,92,no_back,1.6431043351929473
0,93,two_back,1.4159515994580312
1,93,two_back,1.5721830688558176
2,93,two_back,1.6911484870568059
3,93,two_back,1.6781561679743795
4,93,two_back,1.7127367532235684
5,93,two_back,1.7011122372584688
6,93,two_back,1.669549619786094
7,93,two_back,1.6834727640687854
8,93,two_back,1.6498919767194804
9,93,two_back,1.7137286624617594
10,93,two_back,1.5305110356847895
0,93,no_back,1.7825539092478353
1,93,no_back,1.7471834197531722
2,93,no_back,1.7088823362367154
3,93,no_back,1.784368425868916
4,93,no_back,1.8625308833655758
5,93,no_back,1.779066074893444
6,93,no_back,1.7228330407164445
7,93,no_back,1.6604413324449074
8,93,no_back,1.6662406290301617
9,93,no_back,1.8109410476693297
10,93,no_back,1.8115309512917885
0,94,two_back,1.4556617764214275
1,94,two_back,1.6688023827333653
2,94,two_back,1.6800340591773024
3,94,two_back,1.6580521680755131
4,94,two_back,1.6564572955973182
5,94,two_back,1.641375449851998
6,94,two_back,1.6737710941921293
7,94,two_back,1.6816100162616272
8,94,two_back,1.6413981678990635
9,94,two_back,1.6375177603169415
10,94,two_back,1.49687786368915
0,94,no_back,1.662421756349248
1,94,no_back,1.5675815507561033
2,94,no_back,1.5294543656971527
3,94,no_back,1.5828276541654906
4,94,no_back,1.6217482463690012
5,94,no_back,1.6425155769764332
6,94,no_back,1.6888088738062286
7,94,no_back,1.7102428635312046
8,94,no_back,1.6499191982982238
9,94,no_back,1.6369147865810025
10,94,no_back,1.6825035459909263
0,95,two_back,1.585115939029271
1,95,two_back,1.6406471638745466
2,95,two_back,1.6182923369640856
3,95,two_back,1.6079950447347258
4,95,two_back,1.7361985438155312
5,95,two_back,1.7400319207443222
6,95,two_back,1.659229923374879
7,95,two_back,1.6418027282167087
8,95,two_back,1.694552390401976
9,95,two_back,1.7560300005594305
10,95,two_back,1.693427350394819
0,95,no_back,1.723943152770779
1,95,no_back,1.7193923718507242
2,95,no_back,1.6799330768815983
3,95,no_back,1.7322910690680078
4,95,no_back,1.7017592999272813
5,95,no_back,1.6865421696835883
6,95,no_back,1.6920161447876347
7,95,no_back,1.6080377066432396
8,95,no_back,1.668319726558896
9,95,no_back,1.643775844624287
10,95,no_back,1.650300107151342
0,96,two_back,1.6729263837153683
1,96,two_back,1.8022646886529679
2,96,two_back,1.8656935381226984
3,96,two_back,1.7190506498412055
4,96,two_back,1.5846749196616274
5,96,two_back,1.5529718708530793
6,96,two_back,1.6371605212599822
7,96,two_back,1.722564801756159
8,96,two_back,1.6156496165705356
9,96,two_back,1.6186270183114853
10,96,two_back,1.6495096649819019
0,96,no_back,1.7799733554278607
1,96,no_back,1.6843514830551356
2,96,no_back,1.5911779594526207
3,96,no_back,1.59783802518461
4,96,no_back,1.619059153218331
5,96,no_back,1.7487086977799329
6,96,no_back,1.7970074765753838
7,96,no_back,1.7673890160570505
8,96,no_back,1.5994232735053127
9,96,no_back,1.6026886964144336
10,96,no_back,1.6637101765962172
0,97,two_back,1.7611811304022005
1,97,two_back,1.852290982041713
2,97,two_back,1.8739922479058058
3,97,two_back,1.8403147570173721
4,97,two_back,1.7562143745229046
5,97,two_back,1.7287151389513478
6,97,two_back,1.7428313710717078
7,97,two_back,1.8163532360520862
8,97,two_back,1.7731939707055175
9,97,two_back,1.726270122247337
10,97,two_back,1.7308003243448364
0,97,no_back,1.8963986554973795
1,97,no_back,1.76763513689632
2,97,no_back,1.645959760111279
3,97,no_back,1.7315098467856673
4,97,no_back,1.791305090583024
5,97,no_back,1.8033577571830093
6,97,no_back,1.83743709319377
7,97,no_back,1.7449265852266693
8,97,no_back,1.722982711785648
9,97,no_back,1.775422576765041
10,97,no_back,1.915439362950015
0,98,two_back,1.5233603960177655
1,98,two_back,1.6904497948726067
2,98,two_back,1.7861462799373298
3,98,two_back,1.4906466694320897
4,98,two_back,1.4959100511747407
5,98,two_back,1.7160191397698181
6,98,two_back,1.5777236577884226
7,98,two_back,1.6135948389108286
8,98,two_back,1.467177071286463
9,98,two_back,1.4685385837202267
10,98,two_back,1.5817571114389868
0,98,no_back,1.7960302959683985
1,98,no_back,1.8012023092725833
2,98,no_back,1.7187067470403499
3,98,no_back,1.7567246668907919
4,98,no_back,1.7116896633197205
5,98,no_back,1.6638840060869893
6,98,no_back,1.7103045700089023
7,98,no_back,1.6803646913000296
8,98,no_back,1.5867661840579481
9,98,no_back,1.6491247514441845
10,98,no_back,1.7440789567703359
0,99,two_back,1.5020422276018095
1,99,two_back,1.6112607737580693
2,99,two_back,1.6158585025927585
3,99,two_back,1.6964622192599739
4,99,two_back,1.717092118570855
5,99,two_back,1.5495841677706679
6,99,two_back,1.4157463986400167
7,99,two_back,1.5552332387020864
8,99,two_back,1.6970712727183963
9,99,two_back,1.7041496737550832
10,99,two_back,1.5085755066232909
0,99,no_back,1.6931076252617054
1,99,no_back,1.583471541261022
2,99,no_back,1.5409630512341725
3,99,no_back,1.5817460293666052
4,99,no_back,1.5778512671594898
5,99,no_back,1.6026356152522758
6,99,no_back,1.573334592211621
7,99,no_back,1.4512566809123582
8,99,no_back,1.4277472967752232
9,99,no_back,1.5710583979710098
10,99,no_back,1.685131927743457
0,100,two_back,1.5311060691641933
1,100,two_back,1.5895592401027316
2,100,two_back,1.603871414494752
3,100,two_back,1.6379219140597372
4,100,two_back,1.6367381304361879
5,100,two_back,1.6506410991588998
6,100,two_back,1.6112680566743194
7,100,two_back,1.586685864551424
8,100,two_back,1.6597102073760315
9,100,two_back,1.6965731697435595
10,100,two_back,1.5838722893670383
0,100,no_back,1.7667256550587298
1,100,no_back,1.6356244811638188
2,100,no_back,1.517346826429607
3,100,no_back,1.5578779434768342
4,100,no_back,1.5335506691020235
5,100,no_back,1.6100702820675001
6,100,no_back,1.5893576375313958
7,100,no_back,1.5828950002312332
8,100,no_back,1.618484839472304
9,100,no_back,1.6296830102454123
10,100,no_back,1.5135314535002447
0,101,two_back,1.629626280447028
1,101,two_back,1.6436042420288504
2,101,two_back,1.6726918614407693
3,101,two_back,1.7828947674678068
4,101,two_back,1.7739832607018882
5,101,two_back,1.7543657713244873
6,101,two_back,1.7668849988004132
7,101,two_back,1.7712008444627438
8,101,two_back,1.7652338605219717
9,101,two_back,1.7737796291206636
10,101,two_back,1.7055092132139402
0,101,no_back,1.6907969018425337
1,101,no_back,1.5847099512844043
2,101,no_back,1.4780592236720487
3,101,no_back,1.4153178714447396
4,101,no_back,1.4874803650546453
5,101,no_back,1.6280672106629026
6,101,no_back,1.6472622211014394
7,101,no_back,1.7117309839238493
8,101,no_back,1.6522984268629266
9,101,no_back,1.5911783292661938
10,101,no_back,1.6289242110865172
0,102,two_back,1.2721285486602019
1,102,two_back,1.2909343001904205
2,102,two_back,1.5889714038616882
3,102,two_back,1.4703091441818676
4,102,two_back,1.4643145074746278
5,102,two_back,1.3204050596186596
6,102,two_back,1.4576689642208074
7,102,two_back,1.4530493316185393
8,102,two_back,1.4609959622729316
9,102,two_back,1.52862586819041
10,102,two_back,1.4172938844231993
0,102,no_back,1.4750079515647072
1,102,no_back,1.520839068383019
2,102,no_back,1.5081457627197643
3,102,no_back,1.3952537131070308
4,102,no_back,1.4524898805472923
5,102,no_back,1.5240594197174493
6,102,no_back,1.5669797890160133
7,102,no_back,1.5519389559901946
8,102,no_back,1.4633998396063088
9,102,no_back,1.4764362804453883
10,102,no_back,1.3798808198442327
0,103,two_back,1.6052444710298097
1,103,two_back,1.702485091321853
2,103,two_back,1.7953648776706979
3,103,two_back,1.7135647786488835
4,103,two_back,1.7839386213258361
5,103,two_back,1.5802133345814922
6,103,two_back,1.4946617181898034
7,103,two_back,1.6587251140092891
8,103,two_back,1.7508879881310238
9,103,two_back,1.804286166745198
10,103,two_back,1.643026148676117
0,103,no_back,1.6847244032690094
1,103,no_back,1.578529550801426
2,103,no_back,1.5657736795886974
3,103,no_back,1.5970515523037099
4,103,no_back,1.6987715209277217
5,103,no_back,1.7581909522148447
6,103,no_back,1.6384339205845249
7,103,no_back,1.515099532515495
8,103,no_back,1.5269183265905955
9,103,no_back,1.6733887519586543
10,103,no_back,1.7174750250828419
0,104,two_back,1.6374473629778759
1,104,two_back,1.7964295162304829
2,104,two_back,1.851659655813536
3,104,two_back,1.7892335220281081
4,104,two_back,1.8033035067759458
5,104,two_back,1.654323025910919
6,104,two_back,1.5947400785984078
7,104,two_back,1.6334458803531604
8,104,two_back,1.7812455517895287
9,104,two_back,1.7850042707968685
10,104,two_back,1.6365238865220821
0,104,no_back,1.796875086347857
1,104,no_back,1.7549225150601617
2,104,no_back,1.720881401119169
3,104,no_back,1.7449573313265545
4,104,no_back,1.7438366264211882
5,104,no_back,1.7364162937190148
6,104,no_back,1.7439183885613283
7,104,no_back,1.6173397730671086
8,104,no_back,1.5865951656956347
9,104,no_back,1.6768949363896908
10,104,no_back,1.7778535233854935
0,105,two_back,1.364414334805347
1,105,two_back,1.721097575931412
2,105,two_back,1.7939100640929757
3,105,two_back,1.4612950153508901
4,105,two_back,1.4680876678355537
5,105,two_back,1.5874559175361591
6,105,two_back,1.4837110245284288
7,105,two_back,1.5469539732696331
8,105,two_back,1.4161497323600678
9,105,two_back,1.5149015913499781
10,105,two_back,1.4090100137015467
0,105,no_back,1.7221986802309597
1,105,no_back,1.6171083485076851
2,105,no_back,1.4913813132030378
3,105,no_back,1.529995071451295
4,105,no_back,1.6383032665827109
5,105,no_back,1.7091425392528898
6,105,no_back,1.7542229044301954
7,105,no_back,1.5576859419857898
8,105,no_back,1.5135863266268421
9,105,no_back,1.6105683350498843
10,105,no_back,1.6811083554451403
0,106,two_back,1.6760991060143327
1,106,two_back,1.6640727184930015
2,106,two_back,1.725356456746532
3,106,two_back,1.7139556842191006
4,106,two_back,1.729066000880196
5,106,two_back,1.7250849282761167
6,106,two_back,1.7318234088534237
7,106,two_back,1.7203321249539594
8,106,two_back,1.7230596644609666
9,106,two_back,1.7516338241342804
10,106,two_back,1.666046474116778
0,106,no_back,1.707349413516051
1,106,no_back,1.7116481030276747
2,106,no_back,1.7445079304817828
3,106,no_back,1.7574254276810495
4,106,no_back,1.6813242167625426
5,106,no_back,1.7125503411818934
6,106,no_back,1.7493070459450517
7,106,no_back,1.710163009974777
8,106,no_back,1.680942603684386
9,106,no_back,1.6421572147767391
10,106,no_back,1.735782240463675
0,107,two_back,1.2391557792630832
1,107,two_back,1.565849515827279
2,107,two_back,1.6986383661393374
3,107,two_back,1.6855663483371037
4,107,two_back,1.7604138763935118
5,107,two_back,1.7044775158704604
6,107,two_back,1.6501413395867792
7,107,two_back,1.661712037654708
8,107,two_back,1.6901789712514406
9,107,two_back,1.6301445346101817
10,107,two_back,1.2804520338410839
0,107,no_back,1.5824533126889215
1,107,no_back,1.6321583196028797
2,107,no_back,1.6534758418433417
3,107,no_back,1.703347776938713
4,107,no_back,1.7554571439768285
5,107,no_back,1.6435040281695152
6,107,no_back,1.7477504709472924
7,107,no_back,1.690578445160506
8,107,no_back,1.6683774209246738
9,107,no_back,1.698628899348228
10,107,no_back,1.6842835205973297
0,108,two_back,1.6912450264940906
1,108,two_back,1.7111499578337728
2,108,two_back,1.771833189815797
3,108,two_back,1.7260549078707126
4,108,two_back,1.6458499105976094
5,108,two_back,1.7430117289725182
6,108,two_back,1.777567993799542
7,108,two_back,1.7460976990360129
8,108,two_back,1.776451978048194
9,108,two_back,1.7239747775212444
10,108,two_back,1.6839999374456613
0,108,no_back,1.709585079132058
1,108,no_back,1.7022714271240702
2,108,no_back,1.6995883704444334
3,108,no_back,1.7514392069384488
4,108,no_back,1.7349909756790614
5,108,no_back,1.7013610468559104
6,108,no_back,1.7308920840470012
7,108,no_back,1.7246445325653037
8,108,no_back,1.6679544501370385
9,108,no_back,1.7151558327543917
10,108,no_back,1.7033426571076564
0,109,two_back,1.253183659019794
1,109,two_back,1.2831805813065065
2,109,two_back,1.7125722527990233
3,109,two_back,1.7790038622050086
4,109,two_back,1.7433887460309092
5,109,two_back,1.6617279140445924
6,109,two_back,1.5552472953097687
7,109,two_back,1.6415030100170123
8,109,two_back,1.7145018654014688
9,109,two_back,1.6470718821088652
10,109,two_back,1.3433136290486383
0,109,no_back,1.3546026597207563
1,109,no_back,1.702212976115369
2,109,no_back,1.6570785230012568
3,109,no_back,1.644321622182457
4,109,no_back,1.466653811528989
5,109,no_back,1.576914128548456
6,109,no_back,1.6390085786433908
7,109,no_back,1.5359568886115107
8,109,no_back,1.4605030200695193
9,109,no_back,1.5132327967395383
10,109,no_back,1.3350830786206926
0,110,two_back,0.9536782639457754
1,110,two_back,1.3657939357216795
2,110,two_back,1.5532566844237008
3,110,two_back,1.585787335627553
4,110,two_back,1.588822550060027
5,110,two_back,1.6355237789140886
6,110,two_back,1.539545031886307
7,110,two_back,1.5292099066563227
8,110,two_back,1.5710790057308954
9,110,two_back,1.4748904535893386
10,110,two_back,0.9784522060386699
0,110,no_back,1.6458269284646483
1,110,no_back,1.5262021930569099
2,110,no_back,1.4545180563846467
3,110,no_back,1.5068720578255694
4,110,no_back,1.5299944785084187
5,110,no_back,1.5124234870919078
6,110,no_back,1.5576554469750532
7,110,no_back,1.525253225851277
8,110,no_back,1.4630000453934178
9,110,no_back,1.4755230680239408
10,110,no_back,1.687485723682339
0,111,two_back,1.7299343820631765
1,111,two_back,1.835604236530113
2,111,two_back,1.7815931500428852
3,111,two_back,1.835821492201541
4,111,two_back,1.8808468535941107
5,111,two_back,1.8247935093358658
6,111,two_back,1.7417502665222084
7,111,two_back,1.8292246936593488
8,111,two_back,1.862636692908279
9,111,two_back,1.891697563529459
10,111,two_back,1.7025299111239511
0,111,no_back,1.8500475713942006
1,111,no_back,1.785195412500933
2,111,no_back,1.786057903997742
3,111,no_back,1.8242581567633929
4,111,no_back,1.7936778748508793
5,111,no_back,1.7907145370535615
6,111,no_back,1.8097770056027886
7,111,no_back,1.745583092517947
8,111,no_back,1.7417697443577576
9,111,no_back,1.7968993746583446
10,111,no_back,1.8552850025938281
0,112,two_back,1.344604610181975
1,112,two_back,1.8318159534287324
2,112,two_back,1.8681873576177055
3,112,two_back,1.782092563583264
4,112,two_back,1.755915598454967
5,112,two_back,1.7237012281760398
6,112,two_back,1.7633386651554632
7,112,two_back,1.7845795420932469
8,112,two_back,1.6988895178026515
9,112,two_back,1.6101952491695728
10,112,two_back,1.3412797079198082
0,112,no_back,1.799662069624162
1,112,no_back,1.7577945587699082
2,112,no_back,1.7571972908767808
3,112,no_back,1.8130192059156984
4,112,no_back,1.7405957806667138
5,112,no_back,1.8399765952659555
6,112,no_back,1.8930804030680322
7,112,no_back,1.7872605701796949
8,112,no_back,1.6585690402942028
9,112,no_back,1.7265510018331656
10,112,no_back,1.8239417074737867
0,113,two_back,1.9186642739802333
1,113,two_back,1.9825550230621591
2,113,two_back,1.993080427140456
3,113,two_back,1.9788311478004854
4,113,two_back,1.952632830889066
5,113,two_back,1.9007762504628496
6,113,two_back,1.9058604555657392
7,113,two_back,2.0008547303560444
8,113,two_back,1.9964660815431727
9,113,two_back,1.9415578952665105
10,113,two_back,1.890887807529754
0,113,no_back,1.9853358300675388
1,113,no_back,1.954417082103674
2,113,no_back,1.8933447330332387
3,113,no_back,1.9204755566465963
4,113,no_back,1.8878058475878468
5,113,no_back,1.926466965193229
6,113,no_back,1.979668186813806
7,113,no_back,1.932249496141318
8,113,no_back,1.8873886973595129
9,113,no_back,1.8798433456233643
10,113,no_back,1.9208098421729507
0,114,two_back,1.6163281169893218
1,114,two_back,1.8295053733828042
2,114,two_back,1.7602333256935576
3,114,two_back,1.6131435354266062
4,114,two_back,1.4970493665998097
5,114,two_back,1.6064631200692938
6,114,two_back,1.6733825789257364
7,114,two_back,1.6942820111556227
8,114,two_back,1.5878084450915366
9,114,two_back,1.5102633942540542
10,114,two_back,1.534808275141073
0,114,no_back,1.519878354976508
1,114,no_back,1.64674311414481
2,114,no_back,1.6736821550654821
3,114,no_back,1.4054782320964916
4,114,no_back,1.4611207136637512
5,114,no_back,1.6601971710285617
6,114,no_back,1.7918108131553632
7,114,no_back,1.747409286784896
8,114,no_back,1.4994736398782147
9,114,no_back,1.5506516382618483
10,114,no_back,1.300025334411872
0,115,two_back,1.5853882480302404
1,115,two_back,1.6525116341838069
2,115,two_back,1.6885561329354366
3,115,two_back,1.7270631073514615
4,115,two_back,1.744793576993155
5,115,two_back,1.6856716705070067
6,115,two_back,1.7239505031669637
7,115,two_back,1.7646650713005756
8,115,two_back,1.7050088597656536
9,115,two_back,1.6800100240695102
10,115,two_back,1.585411992354907
0,115,no_back,1.4862726132375734
1,115,no_back,1.580225953534287
2,115,no_back,1.7358243680811984
3,115,no_back,1.7031931377514107
4,115,no_back,1.6125076647759384
5,115,no_back,1.5938778708977017
6,115,no_back,1.604671961872404
7,115,no_back,1.6622898520220641
8,115,no_back,1.6406217153125033
9,115,no_back,1.6380797799413034
10,115,no_back,1.5137322672937488
0,116,two_back,1.544520238473338
1,116,two_back,1.689793059938264
2,116,two_back,1.8633677618101643
3,116,two_back,1.8768777951950077
4,116,two_back,1.872351410083496
5,116,two_back,1.8351683135785442
