sample,subject,condition,mmse
5,161,no_back,1.6575460899203165
6,161,no_back,1.7127465290246175
7,161,no_back,1.5881091059682393
8,161,no_back,1.5822651851898426
9,161,no_back,1.5827733215989113
10,161,no_back,1.7466153166251537
0,162,two_back,1.306931988849908
1,162,two_back,1.436553520849738
2,162,two_back,1.6311078766781548
3,162,two_back,1.4806728297968568
4,162,two_back,1.4191576430136907
5,162,two_back,1.3966173943639142
6,162,two_back,1.6103928952465396
7,162,two_back,1.5786731644024687
8,162,two_back,1.419076371981988
9,162,two_back,1.4429448978193902
10,162,two_back,1.3059966004575134
0,162,no_back,1.5459889442685824
1,162,no_back,1.517764133497544
2,162,no_back,1.5507073378311083
3,162,no_back,1.3171214537200262
4,162,no_back,1.3173098870314253
5,162,no_back,1.520287202430008
6,162,no_back,1.6551428756542061
7,162,no_back,1.61203174615906
8,162,no_back,1.5184527892404174
9,162,no_back,1.5569518961252693
10,162,no_back,1.4299424563192202
0,163,two_back,1.1540114505709218
1,163,two_back,1.4312598179340905
2,163,two_back,1.7021431831194425
3,163,two_back,1.686985201446443
4,163,two_back,1.6142031311275684
5,163,two_back,1.571362264134777
6,163,two_back,1.5787405837388675
7,163,two_back,1.6839043974802006
8,163,two_back,1.6429919938825535
9,163,two_back,1.6264640040098133
10,163,two_back,1.2446723524459622
0,163,no_back,1.5083880398982725
1,163,no_back,1.4758969970127958
2,163,no_back,1.4781522345942197
3,163,no_back,1.4608548846239613
4,163,no_back,1.5834583672216462
5,163,no_back,1.5868411145736965
6,163,no_back,1.6504391482520302
7,163,no_back,1.554084119691633
8,163,no_back,1.5407294685385426
9,163,no_back,1.607508021367447
10,163,no_back,1.5542441528472282
0,164,two_back,1.5759287940679618
1,164,two_back,1.4266733273642882
2,164,two_back,1.5389319859486472
3,164,two_back,1.3843476018582073
4,164,two_back,1.371671021332352
5,164,two_back,1.5632653361745323
6,164,two_back,1.6324538379369138
7,164,two_back,1.5134689157349284
8,164,two_back,1.3474869656644386
9,164,two_back,1.432913513668891
10,164,two_back,1.5746332874550117
0,164,no_back,1.6357886344633505
1,164,no_back,1.5667585936146164
2,164,no_back,1.6210962610876567
3,164,no_back,1.4756548582701399
4,164,no_back,1.4460633372931617
5,164,no_back,1.5505916869198482
6,164,no_back,1.557323830755633
7,164,no_back,1.6245233217044417
8,164,no_back,1.6375961907375147
9,164,no_back,1.5905885556955908
10,164,no_back,1.4265105330890857
0,165,two_back,1.1585634184526923
1,165,two_back,1.3934035677031091
2,165,two_back,1.6410555820588117
3,165,two_back,1.6078801559238354
4,165,two_back,1.7356719166559231
5,165,two_back,1.6713012262690883
6,165,two_back,1.5890118328207268
7,165,two_back,1.5046388852458752
8,165,two_back,1.6122547469067559
9,165,two_back,1.6481046351919788
10,165,two_back,1.2509972737675412
0,165,no_back,1.6107805010632146
1,165,no_back,1.4006090364935644
2,165,no_back,1.2453485761610956
3,165,no_back,1.3372397830805578
4,165,no_back,1.4420430004729643
5,165,no_back,1.4932965537608878
6,165,no_back,1.4801030135654845
7,165,no_back,1.4918877110706033
8,165,no_back,1.5145643728286133
9,165,no_back,1.5217229604289548
10,165,no_back,1.5409743765053112
0,166,two_back,1.3397102715709894
1,166,two_back,1.5986408193355133
2,166,two_back,1.6619092229926626
3,166,two_back,1.6373244830033984
4,166,two_back,1.6424825132218117
5,166,two_back,1.6168632003119512
6,166,two_back,1.5372619599147697
7,166,two_back,1.5775551029411523
8,166,two_back,1.6658886438231015
9,166,two_back,1.6202261940789942
10,166,two_back,1.3490707865901927
0,166,no_back,1.4791936946625968
1,166,no_back,1.5252129174577085
2,166,no_back,1.6130333945365505
3,166,no_back,1.4950104367224641
4,166,no_back,1.4333917476110771
5,166,no_back,1.4002484615765176
6,166,no_back,1.5905699302746925
7,166,no_back,1.5343664388196538
8,166,no_back,1.425977617251016
9,166,no_back,1.4691985872627813
10,166,no_back,1.4778313117308934
0,167,two_back,1.27830521508768
1,167,two_back,1.4606448240378171
2,167,two_back,1.6951885043710848
3,167,two_back,1.732281219762023
4,167,two_back,1.686854638244325
5,167,two_back,1.5950774807408092
6,167,two_back,1.475625830732186
7,167,two_back,1.6141242545092058
8,167,two_back,1.7066155390047868
9,167,two_back,1.652820091522729
10,167,two_back,1.3095350408346036
0,167,no_back,1.6395393086516228
1,167,no_back,1.3978836469314466
2,167,no_back,1.3185397086970672
3,167,no_back,1.3895930819788282
4,167,no_back,1.4851047086083753
5,167,no_back,1.585876918083107
6,167,no_back,1.613744504770408
7,167,no_back,1.4837109542475584
8,167,no_back,1.4474335643420688
9,167,no_back,1.500766280028172
10,167,no_back,1.6998822894821173
0,168,two_back,1.8179333452093869
1,168,two_back,1.919719632329714
2,168,two_back,1.9404904055798773
3,168,two_back,1.978093971090342
4,168,two_back,1.9708926616422482
5,168,two_back,1.9106556028454018
6,168,two_back,1.9108905099656135
7,168,two_back,1.9354316052088831
8,168,two_back,1.9546994343271495
9,168,two_back,1.9438515468049458
10,168,two_back,1.9170705751604362
0,168,no_back,1.8719938045969422
1,168,no_back,1.834848081016131
2,168,no_back,1.790018945935592
3,168,no_back,1.8199369151739597
4,168,no_back,1.8060009049322583
5,168,no_back,1.8186640492218131
6,168,no_back,1.9284743038471845
7,168,no_back,1.9336301759192787
8,168,no_back,1.8916443143543926
9,168,no_back,1.8643983986907826
10,168,no_back,1.8736131020768108
0,169,two_back,1.6218613133226736
1,169,two_back,1.6528116223796283
2,169,two_back,1.5826752262906243
3,169,two_back,1.5601245988935948
4,169,two_back,1.587770386501976
5,169,two_back,1.5322836086156393
6,169,two_back,1.5178908521645038
7,169,two_back,1.6305627275259593
8,169,two_back,1.628709585217087
9,169,two_back,1.5955910799337274
10,169,two_back,1.5888851767437724
0,169,no_back,1.610338341305707
1,169,no_back,1.7033233046331349
2,169,no_back,1.7175234699603434
3,169,no_back,1.7475139194336426
4,169,no_back,1.6877596608629757
5,169,no_back,1.6035531621507415
6,169,no_back,1.5350765100046242
7,169,no_back,1.4915888069418766
8,169,no_back,1.6118751968630334
9,169,no_back,1.612241599113604
10,169,no_back,1.5858322970590142
0,170,two_back,1.1204853791301024
1,170,two_back,1.3431457594914062
2,170,two_back,1.5417449026466943
3,170,two_back,1.4380711235945356
4,170,two_back,1.4766590280746628
5,170,two_back,1.4573850861029318
6,170,two_back,1.3141752190067861
7,170,two_back,1.3493821824655896
8,170,two_back,1.421163808238737
9,170,two_back,1.485970175033273
10,170,two_back,1.2103600908179442
0,170,no_back,1.485727650873669
1,170,no_back,1.300070777699843
2,170,no_back,1.180273259021749
3,170,no_back,1.2874629243984403
4,170,no_back,1.3448712709426245
5,170,no_back,1.40641638758033
6,170,no_back,1.5646536277145469
7,170,no_back,1.3688769374326493
8,170,no_back,1.3168083254266645
9,170,no_back,1.3420898976530864
10,170,no_back,1.4580053209292412
0,171,two_back,1.4345295863183665
1,171,two_back,1.7112590542343875
2,171,two_back,1.733610933200798
3,171,two_back,1.743012530544376
4,171,two_back,1.822436557032021
5,171,two_back,1.7641721803629073
6,171,two_back,1.7001320457969404
7,171,two_back,1.6944200757174857
8,171,two_back,1.748183890117767
9,171,two_back,1.778020202137225
10,171,two_back,1.4928936777379482
0,171,no_back,1.7797422631593047
1,171,no_back,1.5537958565065229
2,171,no_back,1.4811452794124524
3,171,no_back,1.5404240013822463
4,171,no_back,1.6031453967086382
5,171,no_back,1.6912208265715938
6,171,no_back,1.7403269654090754
7,171,no_back,1.6277599379727623
8,171,no_back,1.675885091274485
9,171,no_back,1.6816708513205836
10,171,no_back,1.751087101937792
0,172,two_back,1.1029075166169524
1,172,two_back,1.1454187304641656
2,172,two_back,1.590610106089773
3,172,two_back,1.3633630117625324
4,172,two_back,1.3733964055560282
5,172,two_back,0.9821735477180725
6,172,two_back,1.143604332851534
7,172,two_back,1.5620253314505907
8,172,two_back,1.3776537617506794
9,172,two_back,1.3453190592409185
10,172,two_back,1.4300500726436292
0,172,no_back,1.5644642633713952
1,172,no_back,1.534013401995912
2,172,no_back,1.442899479144931
3,172,no_back,1.4122344238119429
4,172,no_back,1.4574200143526084
5,172,no_back,1.2097908196086724
6,172,no_back,1.1808182432905452
7,172,no_back,1.0548702121418414
8,172,no_back,1.104970891349449
9,172,no_back,1.6010966865505551
10,172,no_back,1.5294289705274424
0,173,two_back,1.2215524029947957
1,173,two_back,1.5169561819854143
2,173,two_back,1.5251884970548681
3,173,two_back,1.4183328343519668
4,173,two_back,1.4612591448656214
5,173,two_back,1.4842580233039786
6,173,two_back,1.3849600363760657
7,173,two_back,1.4183545670088293
8,173,two_back,1.4283837397032453
9,173,two_back,1.5161516251164548
10,173,two_back,1.296564044440453
0,173,no_back,1.555133597363665
1,173,no_back,1.3539302571309937
2,173,no_back,1.2422597510948439
3,173,no_back,1.313223780546178
4,173,no_back,1.371029168357626
5,173,no_back,1.4473610821211085
6,173,no_back,1.5976534902288793
7,173,no_back,1.3327634659886312
8,173,no_back,1.3625926766929852
9,173,no_back,1.387025479506103
10,173,no_back,1.5046225044485346
0,174,two_back,1.508762395985842
1,174,two_back,1.6061956348820907
2,174,two_back,1.6743967373242006
3,174,two_back,1.7145108526241362
4,174,two_back,1.7177816460951454
5,174,two_back,1.6464748329998027
6,174,two_back,1.5784738205648383
7,174,two_back,1.6265957785930547
8,174,two_back,1.712904383813447
9,174,two_back,1.6921304386089733
10,174,two_back,1.5742821551148718
0,174,no_back,1.7154767266208841
1,174,no_back,1.6772417293339565
2,174,no_back,1.5756996277308937
3,174,no_back,1.6738132774798768
4,174,no_back,1.7384335077545716
5,174,no_back,1.7182025854878693
6,174,no_back,1.721826983943316
7,174,no_back,1.604535464139441
8,174,no_back,1.5667085842387816
9,174,no_back,1.7079194705120233
10,174,no_back,1.7041027868128402
0,175,two_back,1.4571629097500352
1,175,two_back,1.5480881684701273
2,175,two_back,1.615073513862198
3,175,two_back,1.6309293290430489
4,175,two_back,1.723610086281935
5,175,two_back,1.6023154936783917
6,175,two_back,1.6552379752443342
7,175,two_back,1.5837510126475924
8,175,two_back,1.609546329677969
9,175,two_back,1.7208085882982769
10,175,two_back,1.5634502108622803
0,175,no_back,1.3463649428517896
1,175,no_back,1.3640437015757332
2,175,no_back,1.3334037234706222
3,175,no_back,1.407256941762954
4,175,no_back,1.515894839022996
5,175,no_back,1.5464926249833923
6,175,no_back,1.581515254422012
7,175,no_back,1.6206127398651695
8,175,no_back,1.4902741889266324
9,175,no_back,1.5004556396624729
10,175,no_back,1.3862603469359727
0,176,two_back,1.6282494481244998
1,176,two_back,1.7615651068850302
2,176,two_back,1.7566352859022443
3,176,two_back,1.7024592614998526
4,176,two_back,1.6828008180758796
5,176,two_back,1.7074471492075902
6,176,two_back,1.687155996811922
7,176,two_back,1.677325277969571
8,176,two_back,1.6926186030142572
9,176,two_back,1.7174447716888142
10,176,two_back,1.5957573401557077
0,176,no_back,1.70139649333186
1,176,no_back,1.6928166774302522
2,176,no_back,1.7858993190160588
3,176,no_back,1.8115281466469815
4,176,no_back,1.7921583306652555
5,176,no_back,1.770419465487887
6,176,no_back,1.8020395640740552
7,176,no_back,1.7258238230657375
8,176,no_back,1.7330447660087474
9,176,no_back,1.7615901232690276
10,176,no_back,1.775894016144487
0,177,two_back,1.6726621035066973
1,177,two_back,1.7991233854651383
2,177,two_back,1.8755162809768704
3,177,two_back,1.8551853118991672
4,177,two_back,1.819010076110815
5,177,two_back,1.840593650775555
6,177,two_back,1.8646929217157027
7,177,two_back,1.8543396759864663
8,177,two_back,1.8608663487195525
9,177,two_back,1.8429311084928695
10,177,two_back,1.6570712489675627
0,177,no_back,1.772811945371229
1,177,no_back,1.7795855920553614
2,177,no_back,1.7309938698580942
3,177,no_back,1.745448822868986
4,177,no_back,1.7910173291319227
5,177,no_back,1.7935490375776473
6,177,no_back,1.8942264033557736
7,177,no_back,1.8968720517884037
8,177,no_back,1.8246609677449472
9,177,no_back,1.8258253064198389
10,177,no_back,1.8056151977508255
0,178,two_back,1.5169917033493738
1,178,two_back,1.7613306955508101
2,178,two_back,1.8663759995419398
3,178,two_back,1.7732738764610034
4,178,two_back,1.6830760791541115
5,178,two_back,1.7163303838444495
6,178,two_back,1.6789333270296258
7,178,two_back,1.6625868068330485
8,178,two_back,1.7719945886179502
9,178,two_back,1.6910804535097614
10,178,two_back,1.5433676411104835
0,178,no_back,1.730972873790625
1,178,no_back,1.6930897645137293
2,178,no_back,1.6455592208480947
3,178,no_back,1.5514780917843398
4,178,no_back,1.596618243143486
5,178,no_back,1.818868704434876
6,178,no_back,1.8787776320204284
7,178,no_back,1.787571959864536
8,178,no_back,1.6628691710638854
9,178,no_back,1.7392044629508896
10,178,no_back,1.6325893333000767
0,179,two_back,1.7357573766945664
1,179,two_back,1.768713455079064
2,179,two_back,1.8540570889800618
3,179,two_back,1.870678106347679
4,179,two_back,1.781838056983465
5,179,two_back,1.7252691918925205
6,179,two_back,1.8073096546901912
7,179,two_back,1.7817535644859033
8,179,two_back,1.8244535451631898
9,179,two_back,1.7426418210781958
10,179,two_back,1.67930326351623
0,179,no_back,1.6661767705024724
1,179,no_back,1.7128259642807915
2,179,no_back,1.7235714063573397
3,179,no_back,1.6648487684379283
4,179,no_back,1.7960404362840676
5,179,no_back,1.8706819343713257
6,179,no_back,1.8409700222633734
7,179,no_back,1.751843301174577
8,179,no_back,1.6984883291067603
9,179,no_back,1.8079935919899384
10,179,no_back,1.7476179891650145
0,180,two_back,1.4951495893938223
1,180,two_back,1.6056846160123952
2,180,two_back,1.630195279861666
3,180,two_back,1.6707989811932102
4,180,two_back,1.5800236225267184
5,180,two_back,1.5767172867644725
6,180,two_back,1.6544970921632665
7,180,two_back,1.5647956605178202
8,180,two_back,1.621561516575245
9,180,two_back,1.6698290691349293
10,180,two_back,1.672500962997835
0,180,no_back,1.6293422884848168
1,180,no_back,1.6580154362325903
2,180,no_back,1.6345691515821177
3,180,no_back,1.5660554639165842
4,180,no_back,1.6588812319432449
5,180,no_back,1.6336745286645413
6,180,no_back,1.6502703918273052
7,180,no_back,1.6749894338271307
8,180,no_back,1.616545794665623
9,180,no_back,1.5838445084717674
10,180,no_back,1.472564787479592
0,181,two_back,1.6723338503518062
1,181,two_back,1.7687128546715518
2,181,two_back,1.6821022756840631
3,181,two_back,1.7329273602619333
4,181,two_back,1.7347603265635458
5,181,two_back,1.6828128339921853
6,181,two_back,1.7450277300484847
7,181,two_back,1.7583111123422834
8,181,two_back,1.745608152650744
9,181,two_back,1.7671604628364739
10,181,two_back,1.719349197898828
0,181,no_back,1.8145380042703447
1,181,no_back,1.7232498632105835
2,181,no_back,1.6688149196880229
3,181,no_back,1.6908756840629409
4,181,no_back,1.6453052986730043
5,181,no_back,1.717322823573668
6,181,no_back,1.7630548034155467
7,181,no_back,1.69470645515933
8,181,no_back,1.7485264896211334
9,181,no_back,1.7147647177647647
10,181,no_back,1.761438034224964
0,182,two_back,1.582766256429539
1,182,two_back,1.5962258785239747
2,182,two_back,1.639500390098538
3,182,two_back,1.7318055264109742
4,182,two_back,1.7244206497585846
5,182,two_back,1.3479052817229558
6,182,two_back,1.382859802769847
7,182,two_back,1.507785628100706
8,182,two_back,1.741790135360912
9,182,two_back,1.6935502569706495
10,182,two_back,1.6019752457257197
0,182,no_back,1.3812945817001165
1,182,no_back,1.4387198004013058
2,182,no_back,1.65140768233101
3,182,no_back,1.6503461184543795
4,182,no_back,1.5639578833797423
5,182,no_back,1.5874878809526456
6,182,no_back,1.5529240272269504
7,182,no_back,1.3799943844031666
8,182,no_back,1.3777618484239458
9,182,no_back,1.4669024898539502
10,182,no_back,1.4953341529807813
0,183,two_back,1.4366014114696284
1,183,two_back,1.5131255015819198
2,183,two_back,1.5810259851645445
3,183,two_back,1.6588908854074647
4,183,two_back,1.6780432062865316
5,183,two_back,1.5135582552555942
6,183,two_back,1.519208729464565
7,183,two_back,1.6380983154778355
8,183,two_back,1.7203850611162517
9,183,two_back,1.666978118971982
10,183,two_back,1.4384564896699301
0,183,no_back,1.5948283828568888
1,183,no_back,1.4924805395613245
2,183,no_back,1.417485512206975
3,183,no_back,1.4130016300238402
4,183,no_back,1.5450878442495746
5,183,no_back,1.6165086000443416
6,183,no_back,1.5812983960842335
7,183,no_back,1.5188902602033818
8,183,no_back,1.5214471952747217
9,183,no_back,1.592927484369209
10,183,no_back,1.5232638811077983
0,184,two_back,1.8228050160816693
1,184,two_back,1.8739371472578288
2,184,two_back,1.9128790806279747
3,184,two_back,1.8930223818346053
4,184,two_back,1.909621195655209
5,184,two_back,1.951080937226904
6,184,two_back,1.9676207924090547
7,184,two_back,1.9231492125695056
8,184,two_back,1.8961551278696251
9,184,two_back,1.9342585000730521
10,184,two_back,1.8732957494841436
0,184,no_back,1.8952154239461894
1,184,no_back,1.8193129020788112
2,184,no_back,1.7983062927443498
3,184,no_back,1.8553267940993143
4,184,no_back,1.839047803129456
5,184,no_back,1.8255826930084402
6,184,no_back,1.9151316720595275
7,184,no_back,1.9537836800883552
8,184,no_back,1.9124412646882407
9,184,no_back,1.8296933380812157
10,184,no_back,1.8879545558983761
0,185,two_back,1.2678239793576955
1,185,two_back,1.4323576658527153
2,185,two_back,1.6361993577573517
3,185,two_back,1.6483784132468648
4,185,two_back,1.559231981438937
5,185,two_back,1.4549664074609758
6,185,two_back,1.4731560029126807
7,185,two_back,1.6045135268234223
8,185,two_back,1.6378164235632635
9,185,two_back,1.5543676662343657
10,185,two_back,1.2965920416393375
0,185,no_back,1.6722116688767612
1,185,no_back,1.4928767544691368
2,185,no_back,1.3951681435292127
3,185,no_back,1.4800283954900593
4,185,no_back,1.4425175621864115
5,185,no_back,1.4636002625898963
6,185,no_back,1.5563422874252044
7,185,no_back,1.4974880236542416
8,185,no_back,1.431450493000987
9,185,no_back,1.5073996195493045
10,185,no_back,1.5321507865538104
0,186,two_back,1.5692571578482273
1,186,two_back,1.7188259630754115
2,186,two_back,1.807520033152939
3,186,two_back,1.8689654518277083
4,186,two_back,1.7946011206421146
5,186,two_back,1.6739666587350335
6,186,two_back,1.6234847205006433
7,186,two_back,1.7393613391676526
8,186,two_back,1.8679580344776965
9,186,two_back,1.7275511927433298
10,186,two_back,1.5793248894691962
0,186,no_back,1.5750006861815262
1,186,no_back,1.6613202250165866
2,186,no_back,1.6666263558531869
3,186,no_back,1.6782549872197172
4,186,no_back,1.6558008509595175
5,186,no_back,1.6568508556173576
6,186,no_back,1.6782455348025604
7,186,no_back,1.6556664970683868
8,186,no_back,1.634484268095262
9,186,no_back,1.6009775189561948
10,186,no_back,1.571918184563236
0,187,two_back,1.3625940294658285
1,187,two_back,1.5464087909668676
2,187,two_back,1.6126631436835488
3,187,two_back,1.554785388217333
4,187,two_back,1.387036683894001
5,187,two_back,1.4371243757259147
6,187,two_back,1.5911513159989268
7,187,two_back,1.5398001223457667
8,187,two_back,1.4502317400692355
9,187,two_back,1.4010454697865808
10,187,two_back,1.3716964563908782
0,187,no_back,1.588622534717055
1,187,no_back,1.317548975032013
2,187,no_back,1.2175450144954956
3,187,no_back,1.298376562981221
4,187,no_back,1.3122208682355114
5,187,no_back,1.559529769812831
6,187,no_back,1.723700924479182
7,187,no_back,1.6469461713406652
8,187,no_back,1.5775142519234053
9,187,no_back,1.53568456028721
10,187,no_back,1.55013191355545
0,188,two_back,1.1269977393255342
1,188,two_back,1.2728521284079235
2,188,two_back,1.3149039308438168
3,188,two_back,1.1184943974370074
4,188,two_back,1.0207096801033027
5,188,two_back,1.2406308802389185
6,188,two_back,1.0986209615069467
7,188,two_back,1.1007584284127405
8,188,two_back,1.0781412050382786
9,188,two_back,1.1433500463585478
10,188,two_back,1.2008567499265315
0,188,no_back,1.3974432441241864
1,188,no_back,1.215617984657762
2,188,no_back,1.1103821338564035
3,188,no_back,1.115977988300383
4,188,no_back,1.2328722360239137
5,188,no_back,1.3051438067672436
6,188,no_back,1.3577395847122757
7,188,no_back,1.266337850251734
8,188,no_back,1.1307632141574677
9,188,no_back,1.2543409746505025
10,188,no_back,1.2767774970599128
0,189,two_back,1.6294965427924621
1,189,two_back,1.7942881272893496
2,189,two_back,1.823890327014124
3,189,two_back,1.7679214035239708
4,189,two_back,1.7709470472096858
5,189,two_back,1.7462448956324426
6,189,two_back,1.7175490448060233
7,189,two_back,1.7974459054412946
8,189,two_back,1.7433946245780547
9,189,two_back,1.7708090698994516
10,189,two_back,1.7272246797749102
0,189,no_back,1.7083790177640648
1,189,no_back,1.7783970887098006
2,189,no_back,1.7904645570422695
3,189,no_back,1.7832588998147556
4,189,no_back,1.7429959264098356
5,189,no_back,1.7590460568821842
6,189,no_back,1.779739161644016
7,189,no_back,1.728815317583016
8,189,no_back,1.7293532794699662
9,189,no_back,1.7631686811667973
10,189,no_back,1.7165287878897697
0,190,two_back,1.1712718015680252
1,190,two_back,1.263225335369132
2,190,two_back,1.377851742654486
3,190,two_back,1.3595898233127275
4,190,two_back,1.5241295304207965
5,190,two_back,1.4120689569436753
6,190,two_back,1.2600102920117717
7,190,two_back,1.2596592742147381
8,190,two_back,1.4353059072133216
9,190,two_back,1.478585052304915
10,190,two_back,1.1431247660827508
0,190,no_back,1.2940098515127643
1,190,no_back,1.2207371328616405
2,190,no_back,1.2828407137102864
3,190,no_back,1.2608515076644282
4,190,no_back,1.1844215952011925
5,190,no_back,1.3308996098415748
6,190,no_back,1.4062013837226008
7,190,no_back,1.2742253084631385
8,190,no_back,1.2686839095267561
9,190,no_back,1.2320695385678533
10,190,no_back,1.3971915668528394
0,191,two_back,1.2922699627322836
1,191,two_back,1.4366320892617725
2,191,two_back,1.5101667665065808
3,191,two_back,1.555218588342024
4,191,two_back,1.5945901030055791
5,191,two_back,1.5452606010910184
6,191,two_back,1.5140552447075981
7,191,two_back,1.4791837942475785
8,191,two_back,1.5515780823962702
9,191,two_back,1.6154060814166102
10,191,two_back,1.3558627798942837
0,191,no_back,1.6071364154458212
1,191,no_back,1.5291804124753838
2,191,no_back,1.431418659153917
3,191,no_back,1.4071677512577776
4,191,no_back,1.3633617859866884
5,191,no_back,1.454523294739165
6,191,no_back,1.6567094150404
7,191,no_back,1.5552376965635115
8,191,no_back,1.4597643386547363
9,191,no_back,1.4688770687549955
10,191,no_back,1.414810074021833
0,192,two_back,1.5198768207130795
1,192,two_back,1.707339028518834
2,192,two_back,1.8098642192865992
3,192,two_back,1.7276230345880728
4,192,two_back,1.7082918887025604
5,192,two_back,1.7443122857093678
6,192,two_back,1.6760150040171278
7,192,two_back,1.6950628425629282
8,192,two_back,1.7391821894754542
9,192,two_back,1.6775157744005416
10,192,two_back,1.553469640765733
0,192,no_back,1.614246061990434
1,192,no_back,1.5433740221413361
2,192,no_back,1.4884986617887128
3,192,no_back,1.550198585896283
4,192,no_back,1.6713093232086407
5,192,no_back,1.8014306217098115
6,192,no_back,1.8562907068057133
7,192,no_back,1.751689555834246
8,192,no_back,1.7068368826246316
9,192,no_back,1.7442058617698795
10,192,no_back,1.7124794044341962
0,193,two_back,1.3919926856855709
1,193,two_back,1.456136782438611
2,193,two_back,1.6230761437087313
3,193,two_back,1.6548652764892355
4,193,two_back,1.6752411717221942
5,193,two_back,1.5280591404307386
6,193,two_back,1.4050351665195702
7,193,two_back,1.551084682490244
8,193,two_back,1.6863655123636667
9,193,two_back,1.6625706107785867
10,193,two_back,1.4725097951357309
0,193,no_back,1.6514452353632172
1,193,no_back,1.5014807709290081
2,193,no_back,1.3959779574189097
3,193,no_back,1.4340038485142959
4,193,no_back,1.571607444160121
5,193,no_back,1.5534815711873842
6,193,no_back,1.550380208590081
7,193,no_back,1.429816876656699
8,193,no_back,1.424199773708973
9,193,no_back,1.5224265354444706
10,193,no_back,1.5545543967093425
0,194,two_back,1.2550291931300215
1,194,two_back,1.481987614950588
2,194,two_back,1.6668730415237025
3,194,two_back,1.6231637513528598
4,194,two_back,1.498790375397367
5,194,two_back,1.4845056660179698
6,194,two_back,1.5692911995626377
7,194,two_back,1.6350814652301282
8,194,two_back,1.5589686324108312
9,194,two_back,1.4731285264596325
10,194,two_back,1.303800525233591
0,194,no_back,1.4149721245177607
1,194,no_back,1.3641678766877654
2,194,no_back,1.3398456029268684
3,194,no_back,1.398465778493106
4,194,no_back,1.5286752661207708
5,194,no_back,1.488397637976859
6,194,no_back,1.5591095151668972
7,194,no_back,1.644813786598146
8,194,no_back,1.5338630457440716
9,194,no_back,1.5603009272053139
10,194,no_back,1.5005981786795193
0,195,two_back,1.6932340227876232
1,195,two_back,1.6596476491957526
2,195,two_back,1.7926514597376526
3,195,two_back,1.4810775508430563
4,195,two_back,1.424674911798467
5,195,two_back,1.6354130193356886
6,195,two_back,1.7652349346140903
7,195,two_back,1.7938129333356418
8,195,two_back,1.4090684070821662
9,195,two_back,1.4742135348406296
10,195,two_back,1.7748304071276069
0,195,no_back,1.686820817922571
1,195,no_back,1.7424526723442817
2,195,no_back,1.7301268007909985
3,195,no_back,1.7768338190113793
4,195,no_back,1.775157828222788
5,195,no_back,1.7329691644485112
6,195,no_back,1.7604101435074948
7,195,no_back,1.7673490213407514
8,195,no_back,1.7231821006209762
9,195,no_back,1.7817309540615007
10,195,no_back,1.7158025503621102
0,196,two_back,1.4051358533631102
1,196,two_back,1.5305072995722673
2,196,two_back,1.6705524040984518
3,196,two_back,1.6904971005408427
4,196,two_back,1.7803189562073225
5,196,two_back,1.6634710296896233
6,196,two_back,1.6626370971993836
7,196,two_back,1.7449446567551798
8,196,two_back,1.797777789385062
9,196,two_back,1.6756685989639368
10,196,two_back,1.4738178482112507
0,196,no_back,1.6420559622106454
1,196,no_back,1.6641404829692859
2,196,no_back,1.6228810894992385
3,196,no_back,1.6540156339660967
4,196,no_back,1.6099435488031018
5,196,no_back,1.564220457090079
6,196,no_back,1.6565194405753967
7,196,no_back,1.6218767081081344
8,196,no_back,1.6697948311657271
9,196,no_back,1.5943729548371042
10,196,no_back,1.6500168329627154
0,197,two_back,1.3030895801403266
1,197,two_back,1.578639185964432
2,197,two_back,1.8096716651619578
3,197,two_back,1.7768241804321503
4,197,two_back,1.7094980038172876
5,197,two_back,1.6239102540278794
6,197,two_back,1.6661991088949066
7,197,two_back,1.7619311770997934
8,197,two_back,1.7897539278246593
9,197,two_back,1.6672297492847006
10,197,two_back,1.315283325476702
0,197,no_back,1.697427188536933
1,197,no_back,1.5925804132019994
2,197,no_back,1.4587945580157664
3,197,no_back,1.5477560711759006
4,197,no_back,1.5620648764676355
5,197,no_back,1.579854763220683
6,197,no_back,1.6907159032757342
7,197,no_back,1.6814684068601393
8,197,no_back,1.6372881018439325
9,197,no_back,1.6173664490379487
10,197,no_back,1.6158081121046646
0,198,two_back,1.5187645204918914
1,198,two_back,1.6751782196615048
2,198,two_back,1.7976602527297552
3,198,two_back,1.78578165467214
4,198,two_back,1.7433881181484656
5,198,two_back,1.5931442729479999
6,198,two_back,1.5586602786707873
7,198,two_back,1.629355607740699
8,198,two_back,1.759108363102442
9,198,two_back,1.6618581825119807
10,198,two_back,1.497085867443492
0,198,no_back,1.6455844755928728
1,198,no_back,1.6405800378269242
2,198,no_back,1.5661220927535404
3,198,no_back,1.6439446262555892
4,198,no_back,1.6083926681997698
5,198,no_back,1.6925760867727448
6,198,no_back,1.7436933375250128
7,198,no_back,1.6242738803110934
8,198,no_back,1.5784562845120733
9,198,no_back,1.6222090987873963
10,198,no_back,1.638533344674023
0,199,two_back,1.5919803593875919
1,199,two_back,1.756576110375432
2,199,two_back,1.6984883444212107
3,199,two_back,1.7082682117125811
4,199,two_back,1.7508095131044972
5,199,two_back,1.7366218296278793
6,199,two_back,1.825958346654178
7,199,two_back,1.724410755480833
8,199,two_back,1.7295950101506061
9,199,two_back,1.7231768261073106
10,199,two_back,1.5671473752585332
0,199,no_back,1.6372016744111768
